OrderID,CustomerName,ProductCategory,Price,Quantity,Discount,OrderDate
1055,BOB,Clothing,201.69,1,0.1,2026-01-03 06:00:00
1056,alice,TOYS,145.42,5,0.2,2026-01-03 07:00:00
1057,FRANK,Clothing,309.76,4,,2026-01-03 08:00:00
1058,charlie,TOYS,480.57,7,,2026-01-03 09:00:00
1059,alice,TOYS,448.7,4,,2026-01-03 10:00:00
1060,FRANK,TOYS,331.74,7,0.15,2026-01-03 11:00:00
1061,BOB,Sports,16.4,9,,2026-01-03 12:00:00
1062,David,Sports,492.16,5,0.0,2026-01-03 13:00:00
1063,alice,Sports,154.0,4,0.1,2026-01-03 14:00:00
1064,BOB,electronics,469.51,8,0.0,2026-01-03 15:00:00
1065,BOB,TOYS,447.28,8,0.2,2026-01-03 16:00:00
1066,eve,home,409.36,10,0.0,2026-01-03 17:00:00
1067,eve,electronics,63.42,10,0.0,2026-01-03 18:00:00
1068,David,home,280.3,4,0.1,2026-01-03 19:00:00
1069,FRANK,electronics,192.69,4,0.15,2026-01-03 20:00:00
1070,charlie,Clothing,106.28,5,,2026-01-03 21:00:00
1071,FRANK,Sports,70.69,1,0.15,2026-01-03 22:00:00
1072,David,Sports,288.52,10,,2026-01-03 23:00:00
1073,charlie,Sports,152.61,9,0.1,2026-01-04 00:00:00
1074,charlie,electronics,26.28,1,0.15,2026-01-04 01:00:00
1075,alice,home,129.53,3,0.1,2026-01-04 02:00:00
1076,David,electronics,313.56,4,0.0,2026-01-04 03:00:00
1077,charlie,home,374.69,7,0.15,2026-01-04 04:00:00
1078,eve,Sports,249.01,4,0.15,2026-01-04 05:00:00
1079,BOB,Clothing,429.59,10,0.1,2026-01-04 06:00:00
1080,FRANK,TOYS,455.06,4,0.15,2026-01-04 07:00:00
1081,BOB,electronics,198.43,10,0.0,2026-01-04 08:00:00
1082,alice,home,328.41,3,0.1,2026-01-04 09:00:00
1083,FRANK,TOYS,229.65,5,0.15,2026-01-04 10:00:00
1084,David,Clothing,489.45,1,0.0,2026-01-04 11:00:00
1085,eve,home,189.94,5,0.2,2026-01-04 12:00:00
1086,BOB,TOYS,113.28,5,0.2,2026-01-04 13:00:00
1087,charlie,Sports,190.31,6,,2026-01-04 14:00:00
1088,alice,electronics,127.41,5,,2026-01-04 15:00:00
1089,eve,Sports,165.67,3,0.2,2026-01-04 16:00:00
1090,alice,TOYS,131.9,8,,2026-01-04 17:00:00
1091,charlie,Sports,184.46,6,0.1,2026-01-04 18:00:00
1092,charlie,home,494.14,2,0.15,2026-01-04 19:00:00
1093,BOB,Sports,47.02,10,0.0,2026-01-04 20:00:00
1094,eve,electronics,57.69,10,,2026-01-04 21:00:00
1095,FRANK,TOYS,403.9,7,0.1,2026-01-04 22:00:00
1096,David,Clothing,108.04,1,0.0,2026-01-04 23:00:00
1097,FRANK,electronics,367.5,4,0.1,2026-01-05 00:00:00
1098,FRANK,home,437.28,10,0.0,2026-01-05 01:00:00
1099,eve,Clothing,226.42,4,0.0,2026-01-05 02:00:00
1100,FRANK,electronics,479.59,3,0.1,2026-01-05 03:00:00
1101,FRANK,Clothing,471.99,5,0.1,2026-01-05 04:00:00
1102,FRANK,home,52.45,1,0.2,2026-01-05 05:00:00
1103,BOB,electronics,22.69,3,,2026-01-05 06:00:00
1104,David,TOYS,443.09,1,0.2,2026-01-05 07:00:00
1105,David,Sports,266.32,5,0.1,2026-01-05 08:00:00
1106,alice,TOYS,70.94,5,0.1,2026-01-05 09:00:00
1107,alice,TOYS,326.85,8,0.2,2026-01-05 10:00:00
1108,BOB,Clothing,305.76,3,0.0,2026-01-05 11:00:00
1109,David,TOYS,447.39,3,0.1,2026-01-05 12:00:00
1110,charlie,TOYS,200.67,7,0.0,2026-01-05 13:00:00
1111,BOB,Sports,335.44,2,0.2,2026-01-05 14:00:00
1112,FRANK,electronics,117.99,7,0.1,2026-01-05 15:00:00
1113,eve,Clothing,146.87,6,0.15,2026-01-05 16:00:00
1114,eve,electronics,210.54,1,0.1,2026-01-05 17:00:00
1115,David,Sports,450.81,4,0.2,2026-01-05 18:00:00
1116,eve,home,264.06,2,0.2,2026-01-05 19:00:00
1117,eve,home,296.91,10,0.2,2026-01-05 20:00:00
1118,David,home,108.24,5,0.1,2026-01-05 21:00:00
1119,David,home,75.21,1,0.1,2026-01-05 22:00:00
1120,eve,TOYS,473.63,9,,2026-01-05 23:00:00
1121,alice,electronics,446.04,10,0.0,2026-01-06 00:00:00
1122,David,home,315.06,2,0.2,2026-01-06 01:00:00
1123,alice,home,247.71,10,0.2,2026-01-06 02:00:00
1124,BOB,home,120.81,1,0.2,2026-01-06 03:00:00
1125,eve,TOYS,144.51,4,0.0,2026-01-06 04:00:00
1126,eve,Clothing,325.68,7,,2026-01-06 05:00:00
1127,FRANK,home,50.65,1,0.0,2026-01-06 06:00:00
1128,BOB,home,488.42,2,0.0,2026-01-06 07:00:00
1129,eve,TOYS,201.83,6,0.0,2026-01-06 08:00:00
1130,BOB,electronics,109.68,9,0.15,2026-01-06 09:00:00
1131,David,TOYS,45.72,2,0.15,2026-01-06 10:00:00
1132,charlie,Clothing,54.57,2,0.2,2026-01-06 11:00:00
1133,eve,home,319.29,3,0.0,2026-01-06 12:00:00
1134,eve,Clothing,266.02,5,0.1,2026-01-06 13:00:00
1135,eve,electronics,127.96,3,,2026-01-06 14:00:00
1136,BOB,Sports,463.3,5,0.0,2026-01-06 15:00:00
1137,David,TOYS,98.36,3,0.15,2026-01-06 16:00:00
1138,BOB,electronics,103.23,8,0.15,2026-01-06 17:00:00
1139,FRANK,electronics,353.49,1,0.0,2026-01-06 18:00:00
1140,eve,Clothing,277.49,10,,2026-01-06 19:00:00
1141,charlie,TOYS,445.55,4,0.15,2026-01-06 20:00:00
1142,David,electronics,323.9,4,0.0,2026-01-06 21:00:00
1143,FRANK,electronics,81.31,1,,2026-01-06 22:00:00
1144,David,TOYS,376.68,7,0.15,2026-01-06 23:00:00
1145,alice,home,279.93,2,0.1,2026-01-07 00:00:00
1146,eve,electronics,142.09,3,0.15,2026-01-07 01:00:00
1147,David,electronics,466.73,8,0.2,2026-01-07 02:00:00
1148,FRANK,home,439.08,9,0.0,2026-01-07 03:00:00
1149,David,Sports,286.26,2,0.15,2026-01-07 04:00:00
1150,FRANK,Sports,13.95,9,0.15,2026-01-07 05:00:00
1151,eve,electronics,105.72,10,,2026-01-07 06:00:00
1152,eve,Clothing,254.52,5,,2026-01-07 07:00:00
1153,FRANK,TOYS,432.15,7,0.0,2026-01-07 08:00:00
1154,charlie,Clothing,85.51,1,0.1,2026-01-07 09:00:00
1155,alice,TOYS,339.68,10,0.1,2026-01-07 10:00:00
1156,David,electronics,84.67,5,0.0,2026-01-07 11:00:00
1157,David,Sports,477.6,6,0.2,2026-01-07 12:00:00
1158,BOB,TOYS,83.2,2,0.15,2026-01-07 13:00:00
1159,David,Sports,344.62,2,0.2,2026-01-07 14:00:00
1160,charlie,home,68.35,5,0.2,2026-01-07 15:00:00
1161,BOB,Sports,23.29,8,0.1,2026-01-07 16:00:00
1162,eve,Sports,482.39,2,0.1,2026-01-07 17:00:00
1163,eve,home,292.18,2,0.2,2026-01-07 18:00:00
1164,FRANK,home,83.81,5,0.15,2026-01-07 19:00:00
1165,BOB,electronics,476.87,10,0.2,2026-01-07 20:00:00
1166,eve,home,425.96,7,0.1,2026-01-07 21:00:00
1167,FRANK,Sports,168.73,6,0.15,2026-01-07 22:00:00
1168,David,TOYS,73.96,8,0.0,2026-01-07 23:00:00
1169,charlie,home,332.48,5,0.15,2026-01-08 00:00:00
1170,FRANK,TOYS,31.59,4,,2026-01-08 01:00:00
1171,alice,electronics,161.16,2,0.0,2026-01-08 02:00:00
1172,David,home,40.35,5,,2026-01-08 03:00:00
1173,BOB,home,345.03,8,0.0,2026-01-08 04:00:00
1174,FRANK,Sports,17.21,6,0.15,2026-01-08 05:00:00
1175,FRANK,electronics,436.11,9,,2026-01-08 06:00:00
1176,David,TOYS,462.05,9,0.2,2026-01-08 07:00:00
1177,David,TOYS,127.78,2,0.1,2026-01-08 08:00:00
1178,BOB,home,167.13,5,0.2,2026-01-08 09:00:00
1179,alice,electronics,340.99,1,0.0,2026-01-08 10:00:00
1180,charlie,TOYS,341.66,5,0.1,2026-01-08 11:00:00
1181,David,TOYS,379.9,2,0.2,2026-01-08 12:00:00
1182,BOB,TOYS,377.8,5,0.1,2026-01-08 13:00:00
1183,David,Sports,468.31,3,0.2,2026-01-08 14:00:00
1184,alice,home,41.86,4,0.2,2026-01-08 15:00:00
1185,BOB,home,184.48,2,0.1,2026-01-08 16:00:00
1186,charlie,TOYS,174.5,10,0.2,2026-01-08 17:00:00
1187,alice,TOYS,377.11,4,0.2,2026-01-08 18:00:00
1188,charlie,TOYS,80.6,6,,2026-01-08 19:00:00
1189,BOB,electronics,490.36,1,0.0,2026-01-08 20:00:00
1190,alice,home,131.69,2,0.1,2026-01-08 21:00:00
1191,David,TOYS,270.58,3,,2026-01-08 22:00:00
1192,BOB,Clothing,148.99,9,0.1,2026-01-08 23:00:00
1193,FRANK,home,59.16,10,0.0,2026-01-09 00:00:00
1194,alice,Sports,63.29,3,,2026-01-09 01:00:00
1195,David,Clothing,454.45,5,0.1,2026-01-09 02:00:00
1196,FRANK,Clothing,38.03,3,0.1,2026-01-09 03:00:00
1197,charlie,TOYS,351.43,10,0.0,2026-01-09 04:00:00
1198,eve,electronics,366.04,1,,2026-01-09 05:00:00
1199,alice,Sports,92.53,9,0.0,2026-01-09 06:00:00
1200,FRANK,home,281.25,4,0.0,2026-01-09 07:00:00
1201,David,Sports,44.03,9,0.15,2026-01-09 08:00:00
1202,alice,TOYS,392.29,2,0.1,2026-01-09 09:00:00
1203,FRANK,electronics,348.97,10,0.15,2026-01-09 10:00:00
1204,David,Sports,322.41,1,0.0,2026-01-09 11:00:00
1205,alice,home,243.22,9,0.1,2026-01-09 12:00:00
1206,eve,home,315.24,9,0.1,2026-01-09 13:00:00
1207,FRANK,Clothing,112.67,7,0.15,2026-01-09 14:00:00
1208,eve,electronics,99.43,2,0.15,2026-01-09 15:00:00
1209,charlie,TOYS,496.44,6,0.2,2026-01-09 16:00:00
1210,FRANK,TOYS,287.05,6,0.0,2026-01-09 17:00:00
1211,alice,Sports,387.7,7,0.0,2026-01-09 18:00:00
1212,FRANK,TOYS,270.73,3,0.15,2026-01-09 19:00:00
1213,charlie,home,289.57,3,0.15,2026-01-09 20:00:00
1214,alice,electronics,283.73,7,0.15,2026-01-09 21:00:00
1215,BOB,Clothing,50.53,1,0.15,2026-01-09 22:00:00
1216,eve,Clothing,87.93,8,0.0,2026-01-09 23:00:00
1217,David,electronics,353.23,9,0.1,2026-01-10 00:00:00
1218,David,TOYS,138.66,5,0.0,2026-01-10 01:00:00
1219,David,Clothing,188.64,10,0.0,2026-01-10 02:00:00
1220,charlie,TOYS,142.02,1,0.0,2026-01-10 03:00:00
1221,David,electronics,131.88,7,0.1,2026-01-10 04:00:00
1222,David,electronics,116.29,8,0.2,2026-01-10 05:00:00
1223,alice,Sports,371.69,2,0.15,2026-01-10 06:00:00
1224,David,electronics,82.9,4,0.0,2026-01-10 07:00:00
1225,eve,TOYS,385.04,5,0.15,2026-01-10 08:00:00
1226,David,Clothing,307.07,3,0.0,2026-01-10 09:00:00
1227,charlie,TOYS,424.73,10,0.0,2026-01-10 10:00:00
1228,BOB,Clothing,199.5,4,0.0,2026-01-10 11:00:00
1229,FRANK,Clothing,446.98,2,0.15,2026-01-10 12:00:00
1230,eve,home,389.96,8,,2026-01-10 13:00:00
1231,FRANK,home,145.77,5,,2026-01-10 14:00:00
1232,eve,TOYS,274.56,4,0.2,2026-01-10 15:00:00
1233,David,Sports,197.55,4,,2026-01-10 16:00:00
1234,BOB,Clothing,283.35,6,0.1,2026-01-10 17:00:00
1235,BOB,home,263.79,6,0.15,2026-01-10 18:00:00
1236,charlie,TOYS,92.21,3,,2026-01-10 19:00:00
1237,eve,home,206.43,4,0.2,2026-01-10 20:00:00
1238,BOB,Clothing,164.41,10,0.0,2026-01-10 21:00:00
1239,FRANK,home,422.6,10,0.1,2026-01-10 22:00:00
1240,charlie,Sports,209.98,4,0.0,2026-01-10 23:00:00
1241,BOB,TOYS,292.01,5,0.1,2026-01-11 00:00:00
1242,David,Sports,291.08,5,0.1,2026-01-11 01:00:00
1243,alice,TOYS,498.05,10,0.1,2026-01-11 02:00:00
1244,charlie,TOYS,312.66,4,0.0,2026-01-11 03:00:00
1245,eve,home,197.44,7,0.0,2026-01-11 04:00:00
1246,FRANK,Clothing,135.58,1,0.0,2026-01-11 05:00:00
1247,alice,home,474.0,9,,2026-01-11 06:00:00
1248,David,electronics,366.97,9,0.1,2026-01-11 07:00:00
1249,BOB,Clothing,212.24,2,0.0,2026-01-11 08:00:00
1250,David,home,119.61,7,0.1,2026-01-11 09:00:00
1251,BOB,Clothing,186.7,10,0.15,2026-01-11 10:00:00
1252,BOB,TOYS,136.37,6,,2026-01-11 11:00:00
1253,charlie,TOYS,355.15,5,0.15,2026-01-11 12:00:00
1254,charlie,TOYS,428.38,3,,2026-01-11 13:00:00
1255,FRANK,electronics,160.53,1,0.0,2026-01-11 14:00:00
1256,eve,electronics,309.56,2,0.0,2026-01-11 15:00:00
1257,eve,Sports,407.69,8,0.0,2026-01-11 16:00:00
1258,BOB,home,220.93,3,0.2,2026-01-11 17:00:00
1259,BOB,electronics,470.43,10,0.1,2026-01-11 18:00:00
1260,FRANK,Sports,432.49,10,0.2,2026-01-11 19:00:00
1261,FRANK,electronics,142.2,7,0.15,2026-01-11 20:00:00
1262,BOB,Clothing,499.48,8,,2026-01-11 21:00:00
1263,BOB,electronics,433.15,2,0.15,2026-01-11 22:00:00
1264,charlie,TOYS,123.92,5,,2026-01-11 23:00:00
1265,alice,electronics,384.63,3,0.1,2026-01-12 00:00:00
1266,alice,Sports,57.5,10,0.0,2026-01-12 01:00:00
1267,alice,TOYS,491.77,9,0.1,2026-01-12 02:00:00
1268,charlie,Sports,266.33,2,0.15,2026-01-12 03:00:00
1269,David,Sports,60.41,7,0.0,2026-01-12 04:00:00
1270,BOB,electronics,427.75,9,0.0,2026-01-12 05:00:00
1271,alice,home,379.09,3,0.15,2026-01-12 06:00:00
1272,BOB,home,379.13,6,0.2,2026-01-12 07:00:00
1273,charlie,TOYS,290.64,10,,2026-01-12 08:00:00
1274,charlie,TOYS,152.04,4,,2026-01-12 09:00:00
1275,alice,home,401.46,9,,2026-01-12 10:00:00
1276,BOB,TOYS,230.32,3,0.2,2026-01-12 11:00:00
1277,alice,Sports,85.28,4,0.0,2026-01-12 12:00:00
1278,charlie,Clothing,146.73,2,0.2,2026-01-12 13:00:00
1279,charlie,Sports,26.74,5,0.2,2026-01-12 14:00:00
1280,charlie,TOYS,487.88,5,0.2,2026-01-12 15:00:00
1281,David,electronics,463.61,4,,2026-01-12 16:00:00
1282,eve,TOYS,37.55,6,,2026-01-12 17:00:00
1283,alice,Clothing,111.05,1,0.1,2026-01-12 18:00:00
1284,eve,Clothing,256.89,9,0.2,2026-01-12 19:00:00
1285,alice,Sports,255.88,1,0.0,2026-01-12 20:00:00
1286,David,Sports,319.6,2,0.0,2026-01-12 21:00:00
1287,FRANK,electronics,115.92,2,,2026-01-12 22:00:00
1288,BOB,Clothing,374.12,4,0.0,2026-01-12 23:00:00
1289,BOB,electronics,376.7,8,,2026-01-13 00:00:00
1290,eve,home,195.8,6,0.1,2026-01-13 01:00:00
1291,charlie,electronics,334.86,10,0.2,2026-01-13 02:00:00
1292,FRANK,home,236.5,8,0.2,2026-01-13 03:00:00
1293,David,TOYS,131.65,3,0.15,2026-01-13 04:00:00
1294,charlie,electronics,475.99,10,0.0,2026-01-13 05:00:00
1295,FRANK,TOYS,10.49,2,0.1,2026-01-13 06:00:00
1296,charlie,home,245.75,2,0.1,2026-01-13 07:00:00
1297,BOB,electronics,389.9,7,,2026-01-13 08:00:00
1298,eve,home,481.54,8,0.2,2026-01-13 09:00:00
1299,charlie,TOYS,133.3,7,0.1,2026-01-13 10:00:00
1300,charlie,electronics,59.71,7,0.15,2026-01-13 11:00:00
1301,David,home,329.88,7,0.15,2026-01-13 12:00:00
1302,eve,Sports,365.46,1,0.1,2026-01-13 13:00:00
1303,eve,Clothing,276.72,8,0.1,2026-01-13 14:00:00
1304,David,TOYS,95.73,4,0.0,2026-01-13 15:00:00
1305,eve,Clothing,145.81,10,0.2,2026-01-13 16:00:00
1306,David,Clothing,118.17,8,0.15,2026-01-13 17:00:00
1307,eve,home,290.67,7,0.2,2026-01-13 18:00:00
1308,alice,electronics,351.48,5,0.2,2026-01-13 19:00:00
1309,charlie,home,171.02,9,,2026-01-13 20:00:00
1310,BOB,home,275.2,9,0.1,2026-01-13 21:00:00
1311,charlie,Sports,220.19,7,0.2,2026-01-13 22:00:00
1312,David,Sports,392.26,2,0.2,2026-01-13 23:00:00
1313,alice,TOYS,226.09,1,0.2,2026-01-14 00:00:00
1314,David,TOYS,389.7,5,0.15,2026-01-14 01:00:00
1315,David,TOYS,62.03,9,0.15,2026-01-14 02:00:00
1316,eve,electronics,251.53,1,,2026-01-14 03:00:00
1317,FRANK,TOYS,279.33,1,,2026-01-14 04:00:00
1318,charlie,Sports,151.19,2,0.0,2026-01-14 05:00:00
1319,FRANK,Sports,328.81,8,0.15,2026-01-14 06:00:00
1320,BOB,Clothing,79.91,8,,2026-01-14 07:00:00
1321,charlie,Sports,219.09,4,0.0,2026-01-14 08:00:00
1322,David,home,179.45,3,0.2,2026-01-14 09:00:00
1323,charlie,TOYS,272.37,6,0.0,2026-01-14 10:00:00
1324,eve,electronics,377.05,4,0.15,2026-01-14 11:00:00
1325,BOB,Sports,297.67,10,0.1,2026-01-14 12:00:00
1326,David,home,64.19,3,0.1,2026-01-14 13:00:00
1327,David,TOYS,24.05,9,0.2,2026-01-14 14:00:00
1328,David,Clothing,379.05,10,0.2,2026-01-14 15:00:00
1329,David,Sports,321.46,8,,2026-01-14 16:00:00
1330,alice,home,168.99,9,0.1,2026-01-14 17:00:00
1331,charlie,Clothing,243.67,1,,2026-01-14 18:00:00
1332,charlie,TOYS,55.59,8,0.2,2026-01-14 19:00:00
1333,alice,Clothing,166.54,4,0.15,2026-01-14 20:00:00
1334,charlie,home,234.83,5,,2026-01-14 21:00:00
1335,FRANK,TOYS,446.29,8,0.2,2026-01-14 22:00:00
1336,David,Sports,295.27,10,0.1,2026-01-14 23:00:00
1337,alice,Clothing,145.65,8,0.15,2026-01-15 00:00:00
1338,alice,home,348.89,7,,2026-01-15 01:00:00
1339,eve,TOYS,393.07,9,0.0,2026-01-15 02:00:00
1340,David,Sports,225.97,2,0.1,2026-01-15 03:00:00
1341,charlie,TOYS,367.43,2,0.2,2026-01-15 04:00:00
1342,alice,home,76.33,1,,2026-01-15 05:00:00
1343,David,electronics,185.83,3,0.1,2026-01-15 06:00:00
1344,alice,Sports,456.93,6,,2026-01-15 07:00:00
1345,charlie,TOYS,232.34,9,,2026-01-15 08:00:00
1346,eve,Sports,20.2,8,0.0,2026-01-15 09:00:00
1347,BOB,Sports,214.34,6,0.2,2026-01-15 10:00:00
1348,David,Sports,442.5,5,0.15,2026-01-15 11:00:00
1349,FRANK,Sports,495.7,2,,2026-01-15 12:00:00
1350,BOB,Clothing,40.57,2,0.0,2026-01-15 13:00:00
1351,alice,electronics,43.76,10,,2026-01-15 14:00:00
1352,BOB,TOYS,208.66,2,0.0,2026-01-15 15:00:00
1353,FRANK,TOYS,399.88,1,0.0,2026-01-15 16:00:00
1354,FRANK,Clothing,280.73,5,0.0,2026-01-15 17:00:00
1355,David,Sports,117.13,9,,2026-01-15 18:00:00
1356,alice,home,385.09,1,0.2,2026-01-15 19:00:00
1357,charlie,Clothing,240.34,9,0.2,2026-01-15 20:00:00
1358,charlie,Clothing,360.89,7,0.2,2026-01-15 21:00:00
1359,BOB,home,296.53,8,0.1,2026-01-15 22:00:00
1360,David,Sports,243.9,10,,2026-01-15 23:00:00
1361,alice,home,177.04,10,0.1,2026-01-16 00:00:00
1362,FRANK,home,72.83,6,0.15,2026-01-16 01:00:00
1363,alice,Clothing,288.01,1,0.0,2026-01-16 02:00:00
1364,eve,Clothing,322.81,5,0.15,2026-01-16 03:00:00
1365,BOB,Clothing,350.1,9,0.1,2026-01-16 04:00:00
1366,charlie,Sports,35.68,5,,2026-01-16 05:00:00
1367,BOB,Sports,206.31,5,0.2,2026-01-16 06:00:00
1368,charlie,home,110.64,8,,2026-01-16 07:00:00
1369,eve,TOYS,412.71,7,0.2,2026-01-16 08:00:00
1370,alice,electronics,340.79,2,0.1,2026-01-16 09:00:00
1371,alice,home,15.01,9,0.1,2026-01-16 10:00:00
1372,BOB,TOYS,447.42,6,,2026-01-16 11:00:00
1373,eve,TOYS,329.43,10,0.15,2026-01-16 12:00:00
1374,David,Clothing,293.4,1,0.2,2026-01-16 13:00:00
1375,charlie,Clothing,190.69,7,0.2,2026-01-16 14:00:00
1376,BOB,Clothing,42.2,7,0.0,2026-01-16 15:00:00
1377,alice,electronics,341.39,1,0.0,2026-01-16 16:00:00
1378,David,Clothing,289.62,6,0.2,2026-01-16 17:00:00
1379,BOB,home,306.31,7,0.1,2026-01-16 18:00:00
1380,alice,Clothing,308.43,7,0.15,2026-01-16 19:00:00
1381,alice,TOYS,446.64,3,0.2,2026-01-16 20:00:00
1382,alice,TOYS,303.71,4,0.15,2026-01-16 21:00:00
1383,charlie,TOYS,485.85,7,,2026-01-16 22:00:00
1384,BOB,Clothing,110.67,2,0.1,2026-01-16 23:00:00
1385,charlie,Sports,104.86,10,0.15,2026-01-17 00:00:00
1386,charlie,Clothing,45.06,4,0.0,2026-01-17 01:00:00
1387,eve,electronics,168.93,10,0.2,2026-01-17 02:00:00
1388,BOB,Sports,230.92,1,0.15,2026-01-17 03:00:00
1389,BOB,electronics,63.77,7,0.0,2026-01-17 04:00:00
1390,alice,Sports,305.34,7,0.15,2026-01-17 05:00:00
1391,BOB,TOYS,205.42,5,,2026-01-17 06:00:00
1392,charlie,home,435.17,8,,2026-01-17 07:00:00
1393,David,Sports,58.75,3,0.15,2026-01-17 08:00:00
1394,charlie,Sports,278.18,8,0.15,2026-01-17 09:00:00
1395,David,TOYS,495.35,4,0.2,2026-01-17 10:00:00
1396,charlie,home,43.82,5,0.15,2026-01-17 11:00:00
1397,alice,Clothing,132.28,6,0.15,2026-01-17 12:00:00
1398,BOB,Sports,225.85,9,,2026-01-17 13:00:00
1399,FRANK,electronics,315.1,4,0.2,2026-01-17 14:00:00
1400,BOB,home,426.41,9,0.0,2026-01-17 15:00:00
1401,charlie,electronics,401.88,2,,2026-01-17 16:00:00
1402,charlie,Sports,202.54,8,0.0,2026-01-17 17:00:00
1403,David,Clothing,144.95,5,0.0,2026-01-17 18:00:00
1404,BOB,electronics,381.35,1,0.1,2026-01-17 19:00:00
1405,BOB,electronics,108.3,5,0.0,2026-01-17 20:00:00
1406,David,electronics,461.4,4,,2026-01-17 21:00:00
1407,David,home,191.19,5,0.1,2026-01-17 22:00:00
1408,charlie,electronics,432.06,4,0.2,2026-01-17 23:00:00
1409,FRANK,home,146.33,4,,2026-01-18 00:00:00
1410,alice,electronics,400.14,6,0.1,2026-01-18 01:00:00
1411,charlie,electronics,192.14,5,,2026-01-18 02:00:00
1412,charlie,TOYS,153.45,5,,2026-01-18 03:00:00
1413,FRANK,electronics,194.96,7,0.0,2026-01-18 04:00:00
1414,David,TOYS,164.7,10,0.2,2026-01-18 05:00:00
1415,eve,Sports,384.06,3,0.15,2026-01-18 06:00:00
1416,FRANK,electronics,140.89,8,0.0,2026-01-18 07:00:00
1417,charlie,Clothing,64.19,1,0.0,2026-01-18 08:00:00
1418,eve,home,314.97,4,0.15,2026-01-18 09:00:00
1419,eve,home,286.95,4,,2026-01-18 10:00:00
1420,alice,TOYS,485.45,1,0.0,2026-01-18 11:00:00
1421,FRANK,Sports,209.02,7,0.2,2026-01-18 12:00:00
1422,FRANK,electronics,341.79,3,0.1,2026-01-18 13:00:00
1423,eve,TOYS,384.01,1,0.15,2026-01-18 14:00:00
1424,David,Clothing,241.92,4,0.0,2026-01-18 15:00:00
