Sales_ID,Customer_ID,Product_ID,Date_ID,Quantity,Total_Amount
1240,10,107,20260130,4,1255.4
1241,24,102,20260130,2,110.98
1242,19,119,20260105,1,468.17
1243,44,104,20260114,3,489.48
1244,41,102,20260110,1,55.49
1245,25,104,20260101,5,815.8
1246,22,117,20260106,2,915.32
1247,25,105,20260127,1,420.87
1248,17,103,20260108,2,663.3
1249,28,117,20260121,2,915.32
1250,26,108,20260115,4,1714.88
1251,37,106,20260105,1,484.86
1252,50,115,20260117,5,1350.2
1253,16,120,20260129,2,143.62
1254,40,115,20260124,1,270.04
1255,29,101,20260114,2,939.12
1256,42,111,20260123,5,1875.2
1257,3,113,20260124,3,716.31
1258,4,104,20260109,5,815.8
1259,33,107,20260111,4,1255.4
1260,13,107,20260128,3,941.55
1261,19,117,20260117,2,915.32
1262,9,101,20260128,5,2347.8
1263,33,103,20260103,3,994.95
1264,8,110,20260128,1,220.61
1265,38,117,20260123,5,2288.3
1266,22,108,20260125,4,1714.88
1267,44,110,20260119,4,882.44
1268,48,106,20260110,1,484.86
1269,17,118,20260126,4,926.92
1270,49,112,20260121,4,1725.0
1271,50,112,20260116,1,431.25
1272,16,116,20260115,2,785.4
1273,1,109,20260116,3,1126.14
1274,25,107,20260119,5,1569.25
1275,28,117,20260115,5,2288.3
1276,27,104,20260114,1,163.16
1277,5,119,20260122,5,2340.85
1278,6,115,20260129,1,270.04
1279,16,112,20260121,2,862.5
1280,17,113,20260111,1,238.77
1281,26,113,20260119,3,716.31
1282,47,107,20260101,2,627.7
1283,1,110,20260104,2,441.22
1284,29,112,20260108,4,1725.0
1285,50,114,20260108,1,477.71
1286,20,111,20260109,1,375.04
1287,44,115,20260106,1,270.04
1288,14,103,20260109,5,1658.25
1289,50,118,20260118,3,695.19
1290,36,103,20260121,5,1658.25
1291,12,119,20260108,2,936.34
1292,50,117,20260105,3,1372.98
1293,3,116,20260123,1,392.7
1294,1,106,20260115,4,1939.44
1295,47,119,20260109,1,468.17
1296,38,102,20260108,2,110.98
1297,36,101,20260109,5,2347.8
1298,47,114,20260108,4,1910.84
1299,8,106,20260115,3,1454.58
1300,45,105,20260122,4,1683.48
1301,30,111,20260120,2,750.08
1302,7,102,20260111,3,166.47
1303,25,112,20260109,5,2156.25
1304,41,114,20260109,2,955.42
1305,23,106,20260116,4,1939.44
1306,40,117,20260115,2,915.32
1307,50,106,20260102,2,969.72
1308,29,115,20260103,5,1350.2
1309,49,101,20260128,4,1878.24
1310,21,112,20260112,3,1293.75
1311,30,109,20260121,1,375.38
1312,40,107,20260123,2,627.7
1313,31,116,20260123,4,1570.8
1314,17,112,20260115,5,2156.25
1315,6,119,20260129,4,1872.68
1316,15,104,20260125,2,326.32
1317,37,105,20260119,5,2104.35
1318,46,105,20260105,1,420.87
1319,13,103,20260116,4,1326.6
1320,10,116,20260113,1,392.7
1321,31,116,20260108,3,1178.1
1322,16,106,20260107,5,2424.3
1323,17,116,20260103,4,1570.8
1324,46,105,20260122,3,1262.61
1325,1,112,20260116,2,862.5
1326,48,116,20260102,5,1963.5
1327,19,111,20260130,1,375.04
1328,40,117,20260115,2,915.32
1329,6,116,20260122,5,1963.5
1330,17,108,20260126,5,2143.6
1331,41,105,20260125,4,1683.48
1332,34,112,20260116,4,1725.0
1333,11,107,20260111,2,627.7
1334,50,106,20260125,1,484.86
1335,5,102,20260108,1,55.49
1336,49,109,20260113,3,1126.14
1337,16,120,20260101,3,215.43
1338,1,120,20260108,2,143.62
1339,22,108,20260120,1,428.72
1340,37,102,20260118,3,166.47
1341,31,101,20260116,5,2347.8
1342,6,117,20260130,5,2288.3
1343,37,110,20260107,4,882.44
1344,45,114,20260125,3,1433.13
1345,7,105,20260126,1,420.87
1346,16,109,20260104,1,375.38
1347,45,109,20260123,4,1501.52
1348,9,111,20260112,4,1500.16
1349,24,110,20260128,5,1103.05
1350,22,111,20260123,3,1125.12
1351,31,104,20260110,3,489.48
1352,6,109,20260120,2,750.76
1353,17,114,20260125,5,2388.55
1354,39,102,20260130,4,221.96
1355,19,111,20260103,1,375.04
1356,34,105,20260112,2,841.74
1357,16,105,20260111,5,2104.35
1358,37,112,20260126,1,431.25
1359,37,118,20260127,5,1158.65
1360,34,114,20260120,1,477.71
1361,33,114,20260120,1,477.71
1362,43,115,20260120,3,810.12
1363,29,112,20260119,4,1725.0
1364,12,110,20260102,4,882.44
1365,34,109,20260115,5,1876.9
1366,40,108,20260118,2,857.44
1367,38,111,20260115,2,750.08
1368,12,113,20260107,5,1193.85
1369,30,108,20260116,2,857.44
1370,22,120,20260109,2,143.62
1371,44,103,20260128,1,331.65
1372,13,104,20260124,2,326.32
1373,25,114,20260130,5,2388.55
1374,6,115,20260119,3,810.12
1375,41,105,20260106,5,2104.35
1376,3,105,20260107,1,420.87
1377,11,103,20260113,4,1326.6
1378,21,106,20260110,5,2424.3
1379,18,108,20260118,3,1286.16
1380,28,115,20260102,3,810.12
1381,20,113,20260107,2,477.54
1382,7,113,20260128,4,955.08
1383,27,104,20260114,4,652.64
1384,48,105,20260108,1,420.87
1385,22,105,20260101,2,841.74
1386,49,117,20260125,1,457.66
1387,7,108,20260101,3,1286.16
1388,6,119,20260112,5,2340.85
1389,19,110,20260105,4,882.44
1390,21,105,20260108,5,2104.35
1391,42,107,20260125,3,941.55
1392,5,102,20260105,4,221.96
1393,28,110,20260126,3,661.83
1394,16,114,20260129,3,1433.13
1395,41,119,20260130,4,1872.68
1396,32,114,20260116,5,2388.55
1397,50,112,20260128,4,1725.0
1398,45,102,20260120,4,221.96
1399,28,102,20260101,1,55.49
1400,40,102,20260102,2,110.98
1401,32,104,20260129,5,815.8
1402,13,102,20260119,3,166.47
1403,21,101,20260107,3,1408.68
1404,48,120,20260127,4,287.24
1405,19,118,20260118,1,231.73
1406,41,109,20260107,5,1876.9
1407,35,118,20260111,5,1158.65
1408,49,111,20260130,2,750.08
1409,4,109,20260128,3,1126.14
1410,22,113,20260118,4,955.08
1411,23,106,20260113,5,2424.3
1412,44,118,20260121,2,463.46
1413,14,111,20260109,1,375.04
1414,35,103,20260112,4,1326.6
1415,33,105,20260108,3,1262.61
1416,22,120,20260119,1,71.81
1417,32,114,20260101,4,1910.84
1418,18,106,20260115,5,2424.3
1419,24,115,20260129,1,270.04
1420,40,107,20260123,1,313.85
1421,45,112,20260107,5,2156.25
1422,29,115,20260116,3,810.12
1423,50,117,20260102,4,1830.64
1424,45,105,20260128,2,841.74
1425,28,119,20260125,5,2340.85
1426,45,108,20260103,5,2143.6
1427,29,101,20260110,4,1878.24
1428,2,109,20260110,4,1501.52
1429,13,103,20260103,4,1326.6
1430,46,103,20260124,3,994.95
1431,45,109,20260110,1,375.38
1432,23,102,20260119,2,110.98
1433,27,111,20260105,1,375.04
1434,39,113,20260112,5,1193.85
1435,36,119,20260110,5,2340.85
1436,17,105,20260105,5,2104.35
1437,7,115,20260129,3,810.12
1438,4,104,20260112,3,489.48
1439,36,102,20260121,1,55.49
1440,30,119,20260104,1,468.17
1441,16,114,20260126,5,2388.55
1442,34,116,20260120,3,1178.1
1443,4,116,20260118,4,1570.8
1444,24,115,20260121,3,810.12
1445,11,119,20260120,5,2340.85
1446,42,118,20260130,2,463.46
1447,22,116,20260110,2,785.4
1448,2,112,20260115,2,862.5
1449,9,102,20260112,3,166.47
1450,23,117,20260104,3,1372.98
1451,9,112,20260108,4,1725.0
1452,40,106,20260109,4,1939.44
1453,18,110,20260110,1,220.61
1454,29,110,20260108,1,220.61
1455,33,112,20260127,1,431.25
1456,21,110,20260123,1,220.61
1457,41,107,20260118,1,313.85
1458,2,101,20260128,4,1878.24
1459,3,108,20260122,4,1714.88
1460,11,119,20260107,5,2340.85
1461,41,120,20260111,2,143.62
1462,30,111,20260109,1,375.04
1463,4,120,20260111,3,215.43
1464,50,109,20260125,5,1876.9
1465,23,116,20260112,4,1570.8
1466,12,103,20260102,2,663.3
1467,5,110,20260117,4,882.44
1468,16,101,20260120,3,1408.68
1469,26,119,20260124,3,1404.51
1470,24,104,20260127,3,489.48
1471,22,107,20260109,1,313.85
1472,49,116,20260117,4,1570.8
1473,43,110,20260116,1,220.61
1474,47,107,20260125,4,1255.4
1475,27,113,20260123,4,955.08
1476,29,120,20260112,1,71.81
1477,37,114,20260103,4,1910.84
1478,1,105,20260122,5,2104.35
1479,9,114,20260128,4,1910.84
1480,29,104,20260104,4,652.64
1481,25,120,20260124,3,215.43
1482,43,109,20260122,5,1876.9
1483,5,103,20260126,4,1326.6
1484,24,114,20260128,5,2388.55
1485,27,117,20260117,1,457.66
1486,1,118,20260111,4,926.92
1487,30,108,20260115,1,428.72
1488,50,105,20260101,4,1683.48
1489,1,116,20260112,4,1570.8
1490,10,110,20260124,5,1103.05
1491,16,105,20260109,5,2104.35
1492,19,110,20260120,1,220.61
1493,26,111,20260113,5,1875.2
1494,10,102,20260128,2,110.98
1495,21,104,20260117,4,652.64
1496,37,104,20260123,5,815.8
1497,25,115,20260114,5,1350.2
1498,39,107,20260125,4,1255.4
1499,23,114,20260120,1,477.71
1500,12,109,20260105,1,375.38
